id,intent_id,domain,profile_id,stress_id,profile_mode,flag,synthetic,base_story,user_story,given,when,scope_supported,decision_reason,expected_action,output_type,then,ui_requirement,failure_to_avoid,acceptance,evidence_status
LC-00025,cu_tru-01,cu_tru,P03,S05,no_device,conflict,True,"Là người không có điện thoại thông minh, xem qua người hỗ trợ, tôi muốn nhận diện việc cần hỏi khi mới thuê trọ, để không nhầm nhu cầu với thủ tục khác.","Là người không có điện thoại thông minh, xem qua người hỗ trợ, tôi muốn nhận diện việc cần hỏi khi mới thuê trọ, để không nhầm nhu cầu với thủ tục khác. Bối cảnh hiện tại: hai nguồn chính thức đưa thông tin khác nhau.",hai nguồn chính thức đưa thông tin khác nhau,Người dùng bắt đầu hoặc tiếp tục nhu cầu trên LC Compass.,True,Nguồn không đạt điều kiện phát hành hướng dẫn chi tiết.,REVIEW_SOURCE,SERVICE,Tạm ngừng chi tiết bị ảnh hưởng; hiển thị nhu cầu cần xác minh và đầu mối đã xác nhận nếu có.,phiếu in hoặc xem cùng người hỗ trợ; không ép tạo tài khoản,không tự chọn nguồn thuận tiện hoặc ghép hai phiên bản,Thực hiện REVIEW_SOURCE; phiếu in hoặc xem cùng người hỗ trợ; không ép tạo tài khoản; không tự chọn nguồn thuận tiện hoặc ghép hai phiên bản.,Giả định cho thiết kế; chưa kiểm tra trên người thật hoặc AI thật.
LC-00026,cu_tru-01,cu_tru,P03,S06,no_device,missing_fact,True,"Là người không có điện thoại thông minh, xem qua người hỗ trợ, tôi muốn nhận diện việc cần hỏi khi mới thuê trọ, để không nhầm nhu cầu với thủ tục khác.","Là người không có điện thoại thông minh, xem qua người hỗ trợ, tôi muốn nhận diện việc cần hỏi khi mới thuê trọ, để không nhầm nhu cầu với thủ tục khác. Bối cảnh hiện tại: người dùng chưa biết một điều kiện quyết định nhánh.",người dùng chưa biết một điều kiện quyết định nhánh,Người dùng bắt đầu hoặc tiếp tục nhu cầu trên LC Compass.,True,Thiếu thông tin để chọn nhánh; cần làm rõ trước.,ASK_FACT,SERVICE,"Hỏi một điều kiện còn thiếu bằng lựa chọn có phương án không biết; nếu vẫn thiếu, lập phiếu câu hỏi.",phiếu in hoặc xem cùng người hỗ trợ; không ép tạo tài khoản,cho phép không biết; không tự điền điều kiện,Thực hiện ASK_FACT; phiếu in hoặc xem cùng người hỗ trợ; không ép tạo tài khoản; cho phép không biết; không tự điền điều kiện.,Giả định cho thiết kế; chưa kiểm tra trên người thật hoặc AI thật.
LC-00027,cu_tru-01,cu_tru,P03,S07,no_device,sensitive,True,"Là người không có điện thoại thông minh, xem qua người hỗ trợ, tôi muốn nhận diện việc cần hỏi khi mới thuê trọ, để không nhầm nhu cầu với thủ tục khác.","Là người không có điện thoại thông minh, xem qua người hỗ trợ, tôi muốn nhận diện việc cần hỏi khi mới thuê trọ, để không nhầm nhu cầu với thủ tục khác. Bối cảnh hiện tại: người dùng định dán ảnh căn cước hoặc mã đăng nhập vào ô hỏi.",người dùng định dán ảnh căn cước hoặc mã đăng nhập vào ô hỏi,Người dùng bắt đầu hoặc tiếp tục nhu cầu trên LC Compass.,True,Đầu vào nhạy cảm không cần thiết cho nhiệm vụ chuẩn bị.,REMOVE_SENSITIVE,SERVICE,"Không nhận ảnh giấy tờ, mật khẩu, OTP; bỏ nội dung nhạy cảm và tiếp tục bằng thông tin phân loại.",phiếu in hoặc xem cùng người hỗ trợ; không ép tạo tài khoản,chặn đầu vào nhạy cảm trước khi gửi ra dịch vụ ngoài,Thực hiện REMOVE_SENSITIVE; phiếu in hoặc xem cùng người hỗ trợ; không ép tạo tài khoản; chặn đầu vào nhạy cảm trước khi gửi ra dịch vụ ngoài.,Giả định cho thiết kế; chưa kiểm tra trên người thật hoặc AI thật.
LC-00028,cu_tru-01,cu_tru,P03,S08,no_device,offline,True,"Là người không có điện thoại thông minh, xem qua người hỗ trợ, tôi muốn nhận diện việc cần hỏi khi mới thuê trọ, để không nhầm nhu cầu với thủ tục khác.","Là người không có điện thoại thông minh, xem qua người hỗ trợ, tôi muốn nhận diện việc cần hỏi khi mới thuê trọ, để không nhầm nhu cầu với thủ tục khác. Bối cảnh hiện tại: mất mạng sau khi đã mở được phiếu, không thể kiểm tra phiên bản mới.","mất mạng sau khi đã mở được phiếu, không thể kiểm tra phiên bản mới",Người dùng bắt đầu hoặc tiếp tục nhu cầu trên LC Compass.,True,"Có thể xem lại phiếu, nhưng không thể xác minh tính mới khi mất mạng.",OFFLINE_VIEW,SERVICE,"Xem lại phiếu và ngày rà soát đã lưu tự nguyện; chờ có mạng để xác minh tiếp, không gửi gì.",phiếu in hoặc xem cùng người hỗ trợ; không ép tạo tài khoản,chỉ xem lại phiếu có mốc thời gian; không khẳng định vừa xác minh,Thực hiện OFFLINE_VIEW; phiếu in hoặc xem cùng người hỗ trợ; không ép tạo tài khoản; chỉ xem lại phiếu có mốc thời gian; không khẳng định vừa xác minh.,Giả định cho thiết kế; chưa kiểm tra trên người thật hoặc AI thật.
LC-00029,cu_tru-01,cu_tru,P03,S09,no_device,ai_down,True,"Là người không có điện thoại thông minh, xem qua người hỗ trợ, tôi muốn nhận diện việc cần hỏi khi mới thuê trọ, để không nhầm nhu cầu với thủ tục khác.","Là người không có điện thoại thông minh, xem qua người hỗ trợ, tôi muốn nhận diện việc cần hỏi khi mới thuê trọ, để không nhầm nhu cầu với thủ tục khác. Bối cảnh hiện tại: dịch vụ AI hết hạn mức hoặc không phản hồi.",dịch vụ AI hết hạn mức hoặc không phản hồi,Người dùng bắt đầu hoặc tiếp tục nhu cầu trên LC Compass.,True,"Nhu cầu trong phạm vi, điều kiện mô hình đã rõ và nội dung mô hình đã duyệt.",PREPARE,SERVICE,"Tạo phiếu chuẩn bị theo nhánh đã duyệt; thể hiện điều đã biết, điều cần hỏi, nguồn và bước tiếp theo.",phiếu in hoặc xem cùng người hỗ trợ; không ép tạo tài khoản,luồng lựa chọn và phiếu đã duyệt vẫn phải dùng được,Thực hiện PREPARE; phiếu in hoặc xem cùng người hỗ trợ; không ép tạo tài khoản; luồng lựa chọn và phiếu đã duyệt vẫn phải dùng được.,Giả định cho thiết kế; chưa kiểm tra trên người thật hoặc AI thật.
LC-00030,cu_tru-01,cu_tru,P03,S10,no_device,urgent,True,"Là người không có điện thoại thông minh, xem qua người hỗ trợ, tôi muốn nhận diện việc cần hỏi khi mới thuê trọ, để không nhầm nhu cầu với thủ tục khác.","Là người không có điện thoại thông minh, xem qua người hỗ trợ, tôi muốn nhận diện việc cần hỏi khi mới thuê trọ, để không nhầm nhu cầu với thủ tục khác. Bối cảnh hiện tại: đang có nguy cơ an toàn tức thời tại nơi ở hoặc nơi người dùng hiện diện.",đang có nguy cơ an toàn tức thời tại nơi ở hoặc nơi người dùng hiện diện,Người dùng bắt đầu hoặc tiếp tục nhu cầu trên LC Compass.,True,Nguy cơ tức thời được ưu tiên hơn hành trình thủ tục.,URGENT_HELP,SERVICE,Dừng hành trình thủ tục; ưu tiên liên hệ trợ giúp khẩn đã xác minh hoặc người hỗ trợ tại chỗ.,phiếu in hoặc xem cùng người hỗ trợ; không ép tạo tài khoản,"ưu tiên tìm trợ giúp khẩn phù hợp, không tiếp tục hỏi thủ tục","Thực hiện URGENT_HELP; phiếu in hoặc xem cùng người hỗ trợ; không ép tạo tài khoản; ưu tiên tìm trợ giúp khẩn phù hợp, không tiếp tục hỏi thủ tục.",Giả định cho thiết kế; chưa kiểm tra trên người thật hoặc AI thật.
LC-00031,cu_tru-01,cu_tru,P04,S01,shift,clean,True,"Là người làm việc theo ca, chỉ rảnh ngoài giờ, tôi muốn nhận diện việc cần hỏi khi mới thuê trọ, để không nhầm nhu cầu với thủ tục khác.","Là người làm việc theo ca, chỉ rảnh ngoài giờ, tôi muốn nhận diện việc cần hỏi khi mới thuê trọ, để không nhầm nhu cầu với thủ tục khác. Bối cảnh hiện tại: thông tin tối thiểu đã rõ, nguồn và đầu mối trong mô hình đã được duyệt.","thông tin tối thiểu đã rõ, nguồn và đầu mối trong mô hình đã được duyệt",Người dùng bắt đầu hoặc tiếp tục nhu cầu trên LC Compass.,True,"Nhu cầu trong phạm vi, điều kiện mô hình đã rõ và nội dung mô hình đã duyệt.",PREPARE,SERVICE,"Tạo phiếu chuẩn bị theo nhánh đã duyệt; thể hiện điều đã biết, điều cần hỏi, nguồn và bước tiếp theo.",lưu phiếu tự nguyện; không hứa có người trực 24/7,không biến phiếu chuẩn bị thành kết luận đủ điều kiện,Thực hiện PREPARE; lưu phiếu tự nguyện; không hứa có người trực 24/7; không biến phiếu chuẩn bị thành kết luận đủ điều kiện.,Giả định cho thiết kế; chưa kiểm tra trên người thật hoặc AI thật.
LC-00032,cu_tru-01,cu_tru,P04,S02,shift,unknown_area,True,"Là người làm việc theo ca, chỉ rảnh ngoài giờ, tôi muốn nhận diện việc cần hỏi khi mới thuê trọ, để không nhầm nhu cầu với thủ tục khác.","Là người làm việc theo ca, chỉ rảnh ngoài giờ, tôi muốn nhận diện việc cần hỏi khi mới thuê trọ, để không nhầm nhu cầu với thủ tục khác. Bối cảnh hiện tại: chỉ biết tên quận cũ, chưa xác định phường hiện tại.","chỉ biết tên quận cũ, chưa xác định phường hiện tại",Người dùng bắt đầu hoặc tiếp tục nhu cầu trên LC Compass.,True,Chưa xác định địa bàn thì không áp nội dung địa phương.,ASK_AREA,SERVICE,Hỏi lại phường hiện tại hoặc hỗ trợ xác minh địa bàn; chưa xuất checklist địa phương.,lưu phiếu tự nguyện; không hứa có người trực 24/7,không đoán địa giới từ tên đường hoặc tên quận cũ,Thực hiện ASK_AREA; lưu phiếu tự nguyện; không hứa có người trực 24/7; không đoán địa giới từ tên đường hoặc tên quận cũ.,Giả định cho thiết kế; chưa kiểm tra trên người thật hoặc AI thật.
LC-00033,cu_tru-01,cu_tru,P04,S03,shift,outside,True,"Là người làm việc theo ca, chỉ rảnh ngoài giờ, tôi muốn nhận diện việc cần hỏi khi mới thuê trọ, để không nhầm nhu cầu với thủ tục khác.","Là người làm việc theo ca, chỉ rảnh ngoài giờ, tôi muốn nhận diện việc cần hỏi khi mới thuê trọ, để không nhầm nhu cầu với thủ tục khác. Bối cảnh hiện tại: xác nhận việc cần giải quyết ở ngoài phường Liên Chiểu.",xác nhận việc cần giải quyết ở ngoài phường Liên Chiểu,Người dùng bắt đầu hoặc tiếp tục nhu cầu trên LC Compass.,True,Phạm vi hướng dẫn phụ thuộc địa bàn được xác nhận.,OUTSIDE,SERVICE,Thông báo ngoài địa bàn; mở danh mục chính thức để người dùng chọn nơi phù hợp.,lưu phiếu tự nguyện; không hứa có người trực 24/7,không áp hướng dẫn địa phương sang nơi khác,Thực hiện OUTSIDE; lưu phiếu tự nguyện; không hứa có người trực 24/7; không áp hướng dẫn địa phương sang nơi khác.,Giả định cho thiết kế; chưa kiểm tra trên người thật hoặc AI thật.
LC-00034,cu_tru-01,cu_tru,P04,S04,shift,stale,True,"Là người làm việc theo ca, chỉ rảnh ngoài giờ, tôi muốn nhận diện việc cần hỏi khi mới thuê trọ, để không nhầm nhu cầu với thủ tục khác.","Là người làm việc theo ca, chỉ rảnh ngoài giờ, tôi muốn nhận diện việc cần hỏi khi mới thuê trọ, để không nhầm nhu cầu với thủ tục khác. Bối cảnh hiện tại: nguồn hướng dẫn đã quá ngày rà soát quy định trong bộ dữ liệu.",nguồn hướng dẫn đã quá ngày rà soát quy định trong bộ dữ liệu,Người dùng bắt đầu hoặc tiếp tục nhu cầu trên LC Compass.,True,Nguồn không đạt điều kiện phát hành hướng dẫn chi tiết.,REVIEW_SOURCE,SERVICE,Tạm ngừng chi tiết bị ảnh hưởng; hiển thị nhu cầu cần xác minh và đầu mối đã xác nhận nếu có.,lưu phiếu tự nguyện; không hứa có người trực 24/7,không trình bày dữ liệu cũ như đang còn hiệu lực,Thực hiện REVIEW_SOURCE; lưu phiếu tự nguyện; không hứa có người trực 24/7; không trình bày dữ liệu cũ như đang còn hiệu lực.,Giả định cho thiết kế; chưa kiểm tra trên người thật hoặc AI thật.
LC-00035,cu_tru-01,cu_tru,P04,S05,shift,conflict,True,"Là người làm việc theo ca, chỉ rảnh ngoài giờ, tôi muốn nhận diện việc cần hỏi khi mới thuê trọ, để không nhầm nhu cầu với thủ tục khác.","Là người làm việc theo ca, chỉ rảnh ngoài giờ, tôi muốn nhận diện việc cần hỏi khi mới thuê trọ, để không nhầm nhu cầu với thủ tục khác. Bối cảnh hiện tại: hai nguồn chính thức đưa thông tin khác nhau.",hai nguồn chính thức đưa thông tin khác nhau,Người dùng bắt đầu hoặc tiếp tục nhu cầu trên LC Compass.,True,Nguồn không đạt điều kiện phát hành hướng dẫn chi tiết.,REVIEW_SOURCE,SERVICE,Tạm ngừng chi tiết bị ảnh hưởng; hiển thị nhu cầu cần xác minh và đầu mối đã xác nhận nếu có.,lưu phiếu tự nguyện; không hứa có người trực 24/7,không tự chọn nguồn thuận tiện hoặc ghép hai phiên bản,Thực hiện REVIEW_SOURCE; lưu phiếu tự nguyện; không hứa có người trực 24/7; không tự chọn nguồn thuận tiện hoặc ghép hai phiên bản.,Giả định cho thiết kế; chưa kiểm tra trên người thật hoặc AI thật.
